"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
27,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
12,3,3,0,0
12,3,3,0,0
9,3,3,0,0
14,5,3,0,0
12,3,3,0,0
11,3,3,0,0
16,5,3,0,0
16,5,3,0,0
14,5,3,0,0
3,0,0,0,0
5,2,0,0,0
5,2,0,0,0
5,2,0,0,0
6,3,3,0,0
44,2,0,0,0
98,18,18,135,380
101,18,18,135,380
100,18,18,135,380
89,18,18,135,380
90,19,18,135,380
89,18,18,135,380
89,18,18,135,380
37,2,0,0,0
65,9,0,0,0
43,4,0,0,0
42,4,3,0,0
110,21,18,135,380
109,21,18,135,380
98,18,18,135,380
99,19,18,135,380
98,18,18,135,380
98,18,18,135,380
112,23,18,135,380
101,18,18,135,380
102,19,18,135,380
101,18,18,135,380
101,18,18,135,380
100,18,18,135,380
101,19,18,135,380
100,18,18,135,380
100,18,18,135,380
90,19,18,135,380
89,18,18,135,380
89,18,18,135,380
37,1,0,0,0
90,19,18,135,380
90,19,18,135,380
89,18,18,135,380
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
6,0,0,0,0
6,3,3,0,0
12,1,0,0,0
15,3,0,0,0
16,4,3,0,0
16,4,3,0,0
20,6,6,9,0
20,6,6,9,0
20,6,6,9,0
14,3,3,0,0
1,0,0,0,0
4,1,0,0,0
18,6,6,9,0
18,6,6,9,0
18,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
18,5,0,0,0
19,6,3,0,0
17,5,3,0,0
19,6,3,0,0
2,0,0,0,0
23,1,0,0,0
3,1,0,0,0
1,0,0,0,0
1,0,0,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
6,3,3,0,0
3,0,0,0,0
84,15,9,27,19
83,15,9,27,19
54,9,9,27,19
54,9,9,27,19
86,17,9,27,19
57,9,9,27,19
57,9,9,27,19
56,9,9,27,19
56,9,9,27,19
27,9,9,27,19
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,3,3,0,0
2,1,0,0,0
2,1,0,0,0
7,0,0,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
186,23,15,90,190
187,23,15,90,190
187,23,15,90,190
182,21,15,90,190
182,23,15,90,190
171,21,15,90,190
231,33,30,405,2280
253,40,39,486,2470
253,40,39,486,2470
248,37,33,441,2394
231,33,30,405,2280
236,33,30,405,2280
248,39,39,486,2470
237,35,33,441,2394
231,33,30,405,2280
236,33,30,405,2280
189,23,12,54,76
189,23,12,54,76
236,33,30,405,2280
232,33,30,405,2280
232,33,30,405,2280
227,31,30,405,2280
210,30,30,405,2280
215,30,30,405,2280
227,33,30,405,2280
216,31,30,405,2280
210,30,30,405,2280
215,30,30,405,2280
215,30,30,405,2280
254,40,39,486,2470
249,38,33,441,2394
232,33,30,405,2280
237,33,30,405,2280
249,39,39,486,2470
238,35,33,441,2394
232,33,30,405,2280
237,33,30,405,2280
190,23,12,54,76
190,23,12,54,76
237,33,30,405,2280
249,38,33,441,2394
232,33,30,405,2280
237,33,30,405,2280
249,39,39,486,2470
238,35,33,441,2394
232,33,30,405,2280
237,33,30,405,2280
190,23,12,54,76
190,23,12,54,76
237,33,30,405,2280
227,31,30,405,2280
232,31,30,405,2280
244,37,33,441,2394
233,33,33,441,2394
227,31,30,405,2280
232,31,30,405,2280
232,31,30,405,2280
215,30,30,405,2280
227,33,30,405,2280
216,31,30,405,2280
210,30,30,405,2280
215,30,30,405,2280
215,30,30,405,2280
232,33,30,405,2280
221,31,30,405,2280
215,30,30,405,2280
220,32,30,405,2280
220,32,30,405,2280
233,35,33,441,2394
227,33,30,405,2280
232,33,30,405,2280
185,22,12,54,76
185,22,12,54,76
232,33,30,405,2280
216,31,30,405,2280
221,31,30,405,2280
221,31,30,405,2280
215,30,30,405,2280
215,30,30,405,2280
220,32,30,405,2280
126,14,12,54,76
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
37,9,3,0,0
36,7,3,0,0
40,10,9,27,19
40,9,9,27,19
39,10,9,27,19
32,9,9,27,19
51,12,9,27,19
50,14,12,27,19
43,10,9,27,19
50,13,9,27,19
43,11,9,27,19
42,10,9,27,19
10,5,3,0,0
8,3,3,0,0
10,5,3,0,0
8,3,0,0,0
8,3,0,0,0
0,0,0,0,0
8,3,3,0,0
8,3,3,0,0
3,0,0,0,0
7,3,3,0,0
0,0,0,0,0
7,3,3,0,0
9,3,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
0,0,0,0,0
2,1,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
5,2,0,0,0
5,2,0,0,0
5,2,0,0,0
3,0,0,0,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,0,0,0,0
6,0,0,0,0
14,6,6,0,0
12,4,3,0,0
12,4,3,0,0
12,4,3,0,0
12,4,3,0,0
6,3,3,0,0
0,0,0,0,0
42,12,12,54,76
43,12,12,54,76
43,12,12,54,76
42,12,12,54,76
42,12,12,54,76
43,12,12,54,76
43,12,12,54,76
42,12,12,54,76
42,12,12,54,76
44,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
42,12,12,54,76
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
9,3,3,0,0
6,3,3,0,0
9,3,3,0,0
0,0,0,0,0
3,0,0,0,0
7,3,3,0,0
1,0,0,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
10,3,3,0,0
10,3,3,0,0
6,3,3,0,0
6,2,0,0,0
5,1,0,0,0
2,0,0,0,0
4,1,0,0,0
7,3,3,0,0
7,3,3,0,0
8,4,3,0,0
10,3,3,0,0
8,2,0,0,0
0,0,0,0,0
2,0,0,0,0
1,0,0,0,0
0,0,0,0,0
22,8,0,0,0
28,14,9,0,0
22,8,0,0,0
24,10,3,0,0
24,10,3,0,0
22,8,0,0,0
22,8,0,0,0
24,10,3,0,0
22,8,0,0,0
19,5,3,0,0
19,5,3,0,0
19,5,3,0,0
0,0,0,0,0
5,1,0,0,0
9,3,3,0,0
8,3,3,0,0
9,3,3,0,0
5,1,0,0,0
0,0,0,0,0
17,5,3,0,0
10,3,0,0,0
18,5,3,0,0
12,3,0,0,0
7,1,0,0,0
7,1,0,0,0
21,7,3,0,0
5,2,0,0,0
4,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
6,3,3,0,0
4,2,0,0,0
4,2,0,0,0
4,2,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
2,1,0,0,0
2,1,0,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
7,3,3,0,0
7,3,3,0,0
4,0,0,0,0
7,3,3,0,0
4,0,0,0,0
0,0,0,0,0
62,16,15,90,190
61,15,15,90,190
66,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
66,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
65,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
65,15,15,90,190
65,15,15,90,190
65,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
26,4,3,0,0
36,5,3,0,0
22,4,3,0,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
6,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
2,0,0,0,0
17,5,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
100,19,15,90,190
87,14,6,9,0
118,26,21,99,190
92,17,15,90,190
101,19,15,90,190
103,18,6,9,0
101,19,15,90,190
97,18,15,90,190
48,0,0,0,0
105,18,9,27,19
88,13,9,27,19
90,15,9,27,19
88,13,9,27,19
90,14,6,9,0
121,26,21,126,247
95,17,15,90,190
104,20,18,117,247
106,21,15,63,76
104,20,18,117,247
100,19,18,117,247
108,22,15,45,19
76,13,9,27,19
93,19,15,45,19
71,11,9,27,19
113,22,15,90,190
107,22,15,36,19
122,26,21,135,266
124,30,27,117,114
122,26,21,135,266
118,24,18,117,247
98,16,6,9,0
98,16,6,9,0
102,18,9,27,19
96,17,15,90,190
96,17,15,90,190
92,16,15,90,190
92,17,9,27,19
66,9,6,9,0
66,9,6,9,0
70,11,9,27,19
107,21,15,72,95
105,21,21,135,266
101,19,18,117,247
107,21,15,72,95
103,19,12,54,76
87,15,9,27,19
101,19,18,117,247
57,6,6,9,0
62,16,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
62,16,15,90,190
62,16,15,90,190
62,16,15,90,190
62,16,15,90,190
62,16,15,90,190
42,6,0,0,0
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
1,0,0,0,0
99,19,15,90,190
73,15,15,90,190
82,16,15,90,190
82,16,15,90,190
78,16,15,90,190
86,14,6,9,0
71,9,6,9,0
91,17,15,90,190
100,19,15,90,190
102,18,6,9,0
100,19,15,90,190
96,18,15,90,190
74,15,15,90,190
74,15,15,90,190
70,15,15,90,190
83,17,15,90,190
79,16,15,90,190
79,16,15,90,190
2,1,0,0,0
2,1,0,0,0
24,6,0,0,0
29,10,6,9,0
22,6,6,9,0
22,6,6,9,0
29,10,6,9,0
29,10,6,9,0
29,10,6,9,0
29,10,6,9,0
22,6,6,9,0
22,6,6,9,0
0,0,0,0,0
2,1,0,0,0
3,1,0,0,0
3,1,0,0,0
2,0,0,0,0
2,1,0,0,0
2,1,0,0,0
25,3,3,0,0
25,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
24,9,9,18,0
24,9,9,18,0
21,7,6,9,0
24,9,9,18,0
21,7,6,9,0
21,7,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
10,3,3,0,0
7,3,3,0,0
9,3,3,0,0
0,0,0,0,0
3,1,0,0,0
0,0,0,0,0
2,0,0,0,0
12,5,3,0,0
10,3,3,0,0
8,3,3,0,0
7,2,0,0,0
3,0,0,0,0
10,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
16,6,6,9,0
17,7,6,9,0
16,6,6,9,0
17,7,6,9,0
16,6,6,9,0
13,3,0,0,0
17,7,6,9,0
1,0,0,0,0
7,3,3,0,0
8,4,3,0,0
7,3,3,0,0
19,6,6,9,0
17,6,6,9,0
19,6,6,9,0
2,1,0,0,0
2,1,0,0,0
2,1,0,0,0
7,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
28,4,3,0,0
29,4,3,0,0
47,9,6,9,0
46,9,6,9,0
46,9,6,9,0
61,16,15,63,76
56,13,12,54,76
56,13,12,54,76
61,16,15,63,76
56,13,12,54,76
31,6,6,0,0
55,13,12,54,76
55,13,12,54,76
60,16,15,63,76
55,13,12,54,76
50,12,12,54,76
55,13,12,54,76
50,12,12,54,76
55,13,12,54,76
50,12,12,54,76
55,13,12,54,76
11,4,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
16,4,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
3,0,0,0,0
16,3,3,0,0
17,4,3,0,0
13,4,3,0,0
11,2,0,0,0
22,4,3,0,0
74,17,9,27,19
53,9,9,27,19
65,13,9,27,19
54,10,9,27,19
49,9,9,27,19
61,13,9,27,19
50,9,9,27,19
10,0,0,0,0
40,9,9,27,19
29,9,9,27,19
41,9,9,27,19
9,3,3,0,0
9,3,3,0,0
6,3,3,0,0
6,3,3,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
16,3,3,0,0
16,3,3,0,0
6,3,3,0,0
2,1,0,0,0
2,1,0,0,0
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
0,0,0,0,0
4,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
4,0,0,0,0
7,0,0,0,0
8,3,3,0,0
8,3,3,0,0
8,3,3,0,0
14,6,6,0,0
14,6,6,0,0
14,6,6,0,0
13,5,3,0,0
13,5,3,0,0
13,5,3,0,0
7,3,3,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,2,0,0,0
6,2,0,0,0
6,2,0,0,0
2,1,0,0,0
2,1,0,0,0
1,0,0,0,0
1,0,0,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
9,4,3,0,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
14,4,3,0,0
13,3,3,0,0
7,2,0,0,0
8,4,3,0,0
2,1,0,0,0
2,1,0,0,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
6,0,0,0,0
44,10,6,9,0
42,9,6,9,0
42,9,6,9,0
7,0,0,0,0
42,9,6,9,0
42,9,6,9,0
40,9,6,9,0
2,0,0,0,0
4,2,0,0,0
4,2,0,0,0
9,2,0,0,0
16,6,6,9,0
17,6,6,9,0
16,6,6,9,0
25,0,0,0,0
17,6,6,9,0
16,6,6,9,0
17,6,6,9,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
11,3,3,0,0
11,3,3,0,0
7,0,0,0,0
11,3,3,0,0
11,3,3,0,0
11,3,3,0,0
8,0,0,0,0
11,3,3,0,0
17,5,3,0,0
22,7,6,9,0
20,6,6,9,0
19,7,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
2,1,0,0,0
18,6,3,0,0
12,3,3,0,0
12,3,3,0,0
0,0,0,0,0
85,18,18,135,380
98,18,18,135,380
88,18,18,135,380
85,18,18,135,380
88,18,18,135,380
84,18,18,135,380
88,18,18,135,380
99,18,18,135,380
89,18,18,135,380
86,18,18,135,380
89,18,18,135,380
85,18,18,135,380
89,18,18,135,380
35,0,0,0,0
102,18,18,135,380
99,18,18,135,380
102,18,18,135,380
98,18,18,135,380
102,18,18,135,380
89,18,18,135,380
92,18,18,135,380
88,18,18,135,380
92,18,18,135,380
32,1,0,0,0
33,2,0,0,0
89,18,18,135,380
85,18,18,135,380
89,18,18,135,380
88,18,18,135,380
92,18,18,135,380
88,18,18,135,380
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
7,3,3,0,0
9,4,3,0,0
9,4,3,0,0
7,2,0,0,0
3,0,0,0,0
2,0,0,0,0
14,0,0,0,0
6,0,0,0,0
6,0,0,0,0
22,6,3,0,0
16,3,3,0,0
16,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
4,2,0,0,0
4,2,0,0,0
4,2,0,0,0
20,7,6,9,0
18,6,6,9,0
17,6,6,9,0
0,0,0,0,0
0,0,0,0,0
16,6,6,9,0
15,6,6,9,0
16,6,6,9,0
18,6,6,9,0
18,6,6,9,0
21,6,6,9,0
15,6,6,9,0
18,6,6,9,0
18,6,6,9,0
19,7,6,9,0
25,7,6,9,0
17,6,6,9,0
27,9,9,9,0
16,5,3,0,0
19,7,6,9,0
22,5,3,0,0
25,7,6,9,0
0,0,0,0,0
5,0,0,0,0
8,3,3,0,0
16,5,3,0,0
16,5,3,0,0
16,5,3,0,0
6,1,0,0,0
4,0,0,0,0
95,19,18,135,380
93,19,18,135,380
101,19,18,135,380
93,19,18,135,380
93,19,18,135,380
93,19,18,135,380
87,18,18,135,380
95,19,18,135,380
103,21,18,135,380
95,19,18,135,380
95,19,18,135,380
95,19,18,135,380
89,18,18,135,380
101,19,18,135,380
93,19,18,135,380
93,19,18,135,380
93,19,18,135,380
87,18,18,135,380
101,19,18,135,380
101,19,18,135,380
101,19,18,135,380
95,18,18,135,380
93,19,18,135,380
93,19,18,135,380
87,18,18,135,380
93,19,18,135,380
87,18,18,135,380
87,18,18,135,380
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
43,12,12,54,76
43,12,12,54,76
42,12,12,54,76
42,12,12,54,76
44,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
42,12,12,54,76
3,1,0,0,0
0,0,0,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
0,0,0,0,0
35,10,9,27,19
39,13,12,36,19
46,12,12,36,19
35,10,9,27,19
31,8,6,9,0
17,0,0,0,0
46,5,0,0,0
36,11,9,27,19
43,10,9,27,19
32,9,9,27,19
47,13,12,36,19
36,11,9,27,19
32,9,6,9,0
43,10,9,27,19
39,8,6,9,0
1,0,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
7,3,3,0,0
3,0,0,0,0
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
0,0,0,0,0
62,15,15,90,190
61,15,15,90,190
62,15,15,90,190
60,15,15,90,190
62,15,15,90,190
60,15,15,90,190
63,15,15,90,190
64,16,15,90,190
62,15,15,90,190
64,16,15,90,190
62,15,15,90,190
63,15,15,90,190
61,15,15,90,190
63,15,15,90,190
61,15,15,90,190
62,15,15,90,190
64,16,15,90,190
62,15,15,90,190
62,15,15,90,190
60,15,15,90,190
62,15,15,90,190
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
3,0,0,0,0
12,5,3,0,0
9,3,3,0,0
9,3,3,0,0
29,7,6,9,0
28,6,6,9,0
28,6,6,9,0
8,0,0,0,0
17,6,6,9,0
17,6,6,9,0
16,6,6,9,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
21,8,3,0,0
17,5,0,0,0
17,5,3,0,0
16,5,0,0,0
16,5,3,0,0
16,3,3,0,0
19,6,3,0,0
22,6,3,0,0
21,8,3,0,0
21,8,6,0,0
9,0,0,0,0
17,5,3,0,0
17,6,6,9,0
17,6,6,9,0
17,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,3,3,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
3,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
57,16,15,63,76
57,16,15,63,76
54,14,12,54,76
60,18,18,72,76
45,10,6,9,0
54,14,12,54,76
45,10,6,9,0
54,14,12,54,76
51,13,12,54,76
57,16,15,63,76
51,13,12,54,76
42,9,6,9,0
51,13,12,54,76
57,16,15,63,76
42,9,6,9,0
51,13,12,54,76
54,14,12,54,76
48,12,12,54,76
45,10,6,9,0
54,14,12,54,76
45,10,6,9,0
7,3,3,0,0
10,3,3,0,0
11,4,3,0,0
8,3,0,0,0
15,4,0,0,0
5,0,0,0,0
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
12,6,6,0,0
10,4,3,0,0
10,4,3,0,0
28,9,9,27,19
29,9,9,27,19
27,9,9,27,19
28,9,9,27,19
30,9,9,27,19
28,9,9,27,19
29,10,9,27,19
29,9,9,27,19
30,9,9,27,19
28,9,9,27,19
2,1,0,0,0
17,5,3,0,0
17,5,3,0,0
23,11,9,0,0
17,5,3,0,0
18,7,3,0,0
18,7,3,0,0
18,7,3,0,0
16,5,0,0,0
0,0,0,0,0
6,3,3,0,0
4,2,0,0,0
4,2,0,0,0
4,2,0,0,0
0,0,0,0,0
14,2,0,0,0
7,3,3,0,0
11,0,0,0,0
17,6,6,9,0
17,6,6,9,0
17,6,6,9,0
1,0,0,0,0
1,0,0,0,0
19,6,6,9,0
19,6,6,9,0
19,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
11,3,3,0,0
6,3,3,0,0
11,3,3,0,0
11,3,3,0,0
14,1,0,0,0
19,4,3,0,0
19,4,3,0,0
13,3,3,0,0
6,1,0,0,0
3,1,0,0,0
0,0,0,0,0
10,0,0,0,0
11,3,3,0,0
10,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
2,1,0,0,0
2,1,0,0,0
19,3,3,0,0
145,16,6,9,0
145,16,6,9,0
80,6,6,9,0
145,16,6,9,0
80,6,6,9,0
80,6,6,9,0
5,2,0,0,0
6,3,3,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
3,0,0,0,0
7,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
1,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
8,0,0,0,0
0,0,0,0,0
2,1,0,0,0
11,1,0,0,0
5,1,0,0,0
3,1,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
16,4,3,0,0
16,4,3,0,0
10,4,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
31,4,0,0,0
17,6,3,0,0
16,5,3,0,0
19,7,3,0,0
16,5,3,0,0
14,4,3,0,0
12,2,0,0,0
16,5,3,0,0
16,5,3,0,0
16,5,3,0,0
13,3,3,0,0
0,0,0,0,0
8,4,3,0,0
7,3,3,0,0
6,2,0,0,0
8,4,3,0,0
10,3,3,0,0
6,3,3,0,0
10,3,3,0,0
0,0,0,0,0
34,10,9,27,19
41,10,9,27,19
30,9,9,27,19
45,12,12,36,19
34,10,9,27,19
30,8,6,9,0
41,10,9,27,19
37,8,6,9,0
6,3,3,0,0
12,3,3,0,0
12,3,3,0,0
6,3,3,0,0
2,1,0,0,0
8,0,0,0,0
18,6,6,9,0
21,6,6,9,0
21,6,6,9,0
8,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
18,9,9,0,0
14,5,3,0,0
14,5,3,0,0
0,0,0,0,0
0,0,0,0,0
18,3,3,0,0
18,3,3,0,0
7,3,3,0,0
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
2,0,0,0,0
27,1,0,0,0
51,8,0,0,0
12,3,3,0,0
0,0,0,0,0
14,6,6,0,0
14,6,6,0,0
14,6,6,0,0
13,5,3,0,0
13,5,3,0,0
13,5,3,0,0
0,0,0,0,0
5,2,0,0,0
11,3,3,0,0
11,3,3,0,0
9,3,3,0,0
9,3,3,0,0
13,6,6,0,0
11,4,3,0,0
10,4,3,0,0
12,5,3,0,0
11,4,3,0,0
7,0,0,0,0
37,8,3,0,0
36,6,3,0,0
45,12,6,0,0
27,5,0,0,0
39,8,0,0,0
7,2,0,0,0
6,1,0,0,0
8,3,3,0,0
8,3,3,0,0
8,3,3,0,0
1,0,0,0,0
8,3,3,0,0
4,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,2,0,0,0
1,0,0,0,0
0,0,0,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9,3,3,0,0
9,3,3,0,0
6,0,0,0,0
9,3,3,0,0
5,0,0,0,0
4,2,0,0,0
4,2,0,0,0
4,2,0,0,0
0,0,0,0,0
2,1,0,0,0
6,3,3,0,0
2,1,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
17,7,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
0,0,0,0,0
8,0,0,0,0
10,1,0,0,0
18,6,6,9,0
